grouped_id,message,media,replies_msg,post_id,post_datetime,post_views,post_forwards,fwd_from,reactions,post_date,popularity_score,post_month,images,videos
-1,18+Ночная атака талибов на блокпост афганской армии в провинции Балх с использованием тепловизоров,"{'photos': [], 'videos': ['13856_353587ed-c7e9-463e-87c8-7a658726a05d.mp4']}",[],13856,2021-02-23 06:47:31+00:00,21078.0,257.0,"[True, 1074354585]",,2021-02-23,-1.0,2-2021,[],['13856_353587ed-c7e9-463e-87c8-7a658726a05d.mp4']
-1,"Украинский военнослужащий подорвался на мине и погиб в районе населенного пункта Шумы (Донецкая область) — сообщение украинской оперативно-тактической группировки ""Север""","{'photos': [], 'videos': []}",[],54068,2021-04-03 15:22:21+00:00,52351.0,23.0,"[True, 1394050290]",,2021-04-03,-1.0,4-2021,[],[]
-1,Американский лидер отказался проводить совместную пресс-конференцию с украинским коллегой😂😂😂😂✌🏻✌🏻✌🏻✌🏻,"{'photos': [], 'videos': []}",[],70803,2021-09-01 06:16:22+00:00,35430.0,44.0,"[True, 1343028414]",,2021-09-01,-1.0,9-2021,[],[]
-1,"Интересное сообщение Генерального штаба ВСУ - вечером 28 февраля дальний бомбардировщик Ту-22М3 ВКС России, барражируя над российской территорией между Беседино (Курская область) и Белгородом, с четырех галсов выпустил по целям в Харькове 16 (!) неких высокоточных ракет класса ""воздух-поверхность"" При этом признается, что ""учитывая сложившуюся ситуацию, ВВС Украины крайне сложно прикрыть небо в регионе, так как части ПВО страны уничтожены рашистами баллистическими и крылатыми ракетами""","{'photos': ['26052_a43c4bd1-6080-4fe2-bb2b-e17c88faab49.jpg'], 'videos': []}",[],26052,2022-03-01 21:51:57+00:00,185890.0,361.0,"[True, 1241559280]","{'👍': 2940, '😁': 243, '🔥': 105, '🤔': 73, '❤': 38, '👏': 32, '🎉': 15, '🤩': 12, '🤯': 11, '👎': 7, '😱': 4}",2022-03-01,0.0187207488299532,3-2022,['26052_a43c4bd1-6080-4fe2-bb2b-e17c88faab49.jpg'],[]
-1,"МИРОВОЙ ЭКСКЛЮЗИВМы утвердили единый подход к беспилотникам И у нас сегодня все понятно, и мы получаем серийные комплексы беспилотных летательных аппаратовИ их за последнее время у нас в стране в вооруженных силах, мы перевалим в этом году рубеж в 2 000Сергей Шойгу в эксклюзивном интервью для YouTube канала Соловьев Live, кадры были показаны в эфире телеканала «Россия -1» и на платформе «СМОТРИМ»","{'photos': [], 'videos': ['70540_31d3ea73-2242-453c-9dfa-1fff5fd76f6c.mp4']}",[],70540,2021-08-29 12:51:41+00:00,45678.0,24.0,"[False, -1]",,2021-08-29,-1.0,8-2021,[],['70540_31d3ea73-2242-453c-9dfa-1fff5fd76f6c.mp4']
-1,"Мордор оказался светлей, русский мир победил…Американские журналисты сорвали маски со своих лиц В СССР нам говорили - на западе человек человеку волк - мы не верили, посмеивались, но прошло каких-то 30 лет и любое пропагандистское клише из советских газет можно дословно сверить с текущей действительностью и найти полное совпадение Давка, визг, крики, позор на весь мир, это лицо настоящей «свободной» журналистикиhttpstmeMedvedevVesti5221","{'photos': [], 'videos': []}",[],62842,2021-06-17 07:32:16+00:00,39632.0,28.0,"[True, 1200595041]",,2021-06-17,-1.0,6-2021,[],[]
-1,"Помощник президента АР Хикмет Гаджиев назвал неуместным комментарий посла Азербайджана в РФ по вопросу инцидента со сбитым российским вертолетомГаджиев также посчитал неприемлемыми его высказывания о статусе Нагорно-Карабахского региона Азербайджана «Руководители диппредставительств Азербайджана за рубежом и другие официальные лица должны воздержаться от самовольных заявлений, противоречащих официальной позиции страны и проводимой президентом политике», — заявил он📌 Ранее Полад Бюльбюльоглы применительно к крушению вертолета заявил «на войне как на войне», чем вызвал серьезное недовольство российской стороны@AzeSputnik","{'photos': [], 'videos': []}",[],39846,2020-11-12 21:34:02+00:00,73890.0,58.0,"[True, 1474279366]",,2020-11-12,-1.0,11-2020,[],[]
12822743824909324,"Минобороны Азербайджана опубликовало кадры обломков ракеты, выпущенной ВС Армении по Нахчывану@AzeSputnik","{'photos': ['12822743824909324_c16fd18a-84ba-40b1-85bb-2839b5e5c665.jpg', '12822743824909324_7fe47aad-2f8b-48f1-95c0-cf23ebf3e1d3.jpg', '12822743824909324_746d7084-7b33-43d1-b384-6055b1166514.jpg', '12822743824909324_06a65b4c-5fd1-4a6e-af80-8f7663772338.jpg'], 'videos': []}",[],37007,2020-10-16 10:09:38+00:00,54297.0,36.0,"[True, 1474279366]",,2020-10-16,-1.0,10-2020,"['12822743824909324_c16fd18a-84ba-40b1-85bb-2839b5e5c665.jpg', '12822743824909324_7fe47aad-2f8b-48f1-95c0-cf23ebf3e1d3.jpg', '12822743824909324_746d7084-7b33-43d1-b384-6055b1166514.jpg', '12822743824909324_06a65b4c-5fd1-4a6e-af80-8f7663772338.jpg']",[]
-1,"Сегодня день памяти воинов-интернационалистов Мои два из четырех дедов воевали в Корее Все детство во дворе я слушал рассказы тех, кто были во Вьетнаме, Анголе, Йемене, Сирии, Афганистане Теперь я сам когда-нибудь буду рассказывать о Сирии и Ливии и (список открыт) Все зарубежные компании в которых участвовала Россия (Империя, Союз, Федерация) демонстрирует гуманистический подход даже к такому явлению, как война Надо учить гордится и этим и нашими людьми, которые чаще других сохраняют человеческое внутри себя С днем всех причастных История показывает, что наше дело правое и победа будет за нами","{'photos': [], 'videos': []}",[],49503,2021-02-15 13:18:06+00:00,52814.0,26.0,"[True, 1093357968]",,2021-02-15,-1.0,2-2021,[],[]
-1,"Признаков, что Киев хочет эскалации в Донбассе, очень много, считает Грушко","{'photos': [], 'videos': []}",[],55430,2021-04-14 15:29:50+00:00,46047.0,11.0,"[True, 1050820672]",,2021-04-14,-1.0,4-2021,[],[]
-1, Самолет МС-21-310 с российскими двигателями совершил первый полет,"{'photos': ['42232_2bfa1a66-f568-4c12-9195-fd4238ce4368.jpg'], 'videos': []}",[],42232,2020-12-15 05:43:44+00:00,67157.0,136.0,"[False, -1]",,2020-12-15,-1.0,12-2020,['42232_2bfa1a66-f568-4c12-9195-fd4238ce4368.jpg'],[]
-1,Под контролем российских войск в Казахстане сейчас находятсяАэропорт НурсултанаЗдание Генштаба ТелецентрАэропорт АлматыШтаб ПВО  Нурсултан602 база ШымкентУсть-КаменогорскКазатомпромЦСН СенежПрезидентский дворец НурсултанЦБКНБПорт Актау@MolniaChannel,"{'photos': [], 'videos': []}",[],19285,2022-01-08 09:13:41+00:00,33491.0,175.0,"[True, 1271921525]",{'👍': 7},2022-01-08,0.0002090113761906,1-2022,[],[]
-1,Отправка самолетов на Украину с базы США не в интересах Вашингтона — Джен ПсакиTmeRVvoenkor,"{'photos': [], 'videos': []}",[],3050,2022-03-09 18:36:34+00:00,170225.0,37.0,"[False, -1]","{'😁': 1699, '👍': 228, '🔥': 31, '👎': 12, '😱': 9}",2022-03-09,0.0116257893963871,3-2022,[],[]
-1,"По мере раскручивания спирали глобального кризиса, происходящее на Шри-Ланке уже не будет восприниматься эксцессомhttpstmekhayalpressa3134860","{'photos': [], 'videos': ['48234_c116f818-300d-4c7c-bf4f-725d45a4b40f.mp4']}",[],48234,2022-05-11 23:30:32+00:00,345656.0,1129.0,"[False, -1]","{'😱': 4014, '👍': 777, '🤔': 326, '👎': 73, '😢': 71, '😁': 42, '🤯': 41, '🔥': 40, '👏': 24, '🥰': 22, '❤': 16}",2022-05-11,0.0157555488693961,5-2022,[],['48234_c116f818-300d-4c7c-bf4f-725d45a4b40f.mp4']
-1,Как в США смотрят новости;),"{'photos': [], 'videos': ['54067_397d45dc-411b-4d1f-a7a8-ab0e03facf8a.mp4']}",[],54067,2021-04-03 15:12:46+00:00,48621.0,703.0,"[True, 1126629353]",,2021-04-03,-1.0,4-2021,[],['54067_397d45dc-411b-4d1f-a7a8-ab0e03facf8a.mp4']
-1,"А ведь если перевести оплату за входящие звонки в рубли, Макрон перестанет звонить","{'photos': [], 'videos': []}",[],37992,2022-03-30 12:13:49+00:00,243271.0,2152.0,"[True, 1122846719]","{'😁': 11842, '🔥': 502, '👍': 460, '👏': 167, '🤩': 70, '❤': 33, '🤔': 18, '🎉': 16, '💩': 14, '🤮': 6, '😱': 3}",2022-03-30,0.0539768406427399,3-2022,[],[]
-1,"В отношении обсуждений якобы отравления ДБыкова отмечу, что внезапная реанимация данного инфоповода, впервые вброшенного Русской Службой BBC более двух лет назад, а также активная ее эксплуатация сторонниками известного блогера, в то числе, Марией Певчих, может свидетельствовать о намерениях стимулировать цитируемость в пабликах имен лиц, якобы отравленных спецслужбами Факт выздоровления писателя, якобы ""отравленного"" 16 апреля, за одну неделю, что доказывается публикацией им колонки в журнале ""Русский пионер"" уже 23 апреля, в очередной раз демонстрирует исходную несостоятельность варианта с реальным использованием отравляющего вещества, так как эффективность ""отравления"" оказалась равна нулю В версии The Insider, описывающего отравление,  отмечу противоречие собственных позиций при утверждении о том, что данное подразделение спецслужб занимается нервно-паралитическими веществами, заявляется о выявлении у пациента признаков кожно-нарывного воздействия на коже спины","{'photos': [], 'videos': ['62019_fdbdf6f0-c7f2-4373-aca8-333504ab89f1.mp4']}",[],62019,2021-06-10 18:16:39+00:00,46417.0,43.0,"[True, 1126629353]",,2021-06-10,-1.0,6-2021,[],['62019_fdbdf6f0-c7f2-4373-aca8-333504ab89f1.mp4']
-1,"Лавров «Граждане англо-саксонских стран призываются к тому, чтоб поскорей с Украины уехать Мы уже задумались, может англо-саксы что-то готовят, если они эвакуируют своих сотрудников»  @rt_russian","{'photos': [], 'videos': ['85762_15aca6a3-95a9-47a4-bf78-2f96d64185ce.mp4']}","[{'reply_msg': 'В смысле  ""может""???????\nОДНОЗНАЧНО.\nК ГАДАЛКЕ НЕ ХОДИ.', 'reply_msg_id': 3756705, 'user_id': 922184124, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-11T21:57:38+00:00', 'reply_reactions': {}}, {'reply_msg': 'Готовят,наверняка,провокацию', 'reply_msg_id': 3752634, 'user_id': 1353857288, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-11T11:00:45+00:00', 'reply_reactions': {}}, {'reply_msg': '😂', 'reply_msg_id': 3747417, 'user_id': 1720903425, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T12:57:47+00:00', 'reply_reactions': {}}, {'reply_msg': 'Самое опасное, что могут готовить англо-саксы  - это теракты в Киеве.', 'reply_msg_id': 3746857, 'user_id': 1247711857, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T11:46:48+00:00', 'reply_reactions': {}}, {'reply_msg': 'Если в британии такие министры,то это пи...ц.один бухает,другая тупая.мне стыдно стало за британию.', 'reply_msg_id': 3746711, 'user_id': 1389278353, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T11:31:59+00:00', 'reply_reactions': {}}, {'reply_msg': 'Да долбаните уже по нато, по срато, по лохматым. И миру станет легче дышать. Достали эти дебилы никрофилы', 'reply_msg_id': 3746540, 'user_id': 86617799, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T11:08:37+00:00', 'reply_reactions': {}}, {'reply_msg': 'Почему никто не говорит что в первую очередь РФ должна бы по логике вещей эвакуировать всех работников своих консульств с территории Украины, перед тем как начать вторжение\nВот когда Все Российские консульские работники покинут территорию Украины  тогда пусть начинают бояться', 'reply_msg_id': 3746518, 'user_id': 412450384, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T11:06:32+00:00', 'reply_reactions': {}}, {'reply_msg': '👍', 'reply_msg_id': 3746333, 'user_id': 2039767204, 'reply_to_msg_id': 3746319, 'reply_datetime': '2022-02-10T10:47:24+00:00', 'reply_reactions': {}}, {'reply_msg': 'С бритами нет понятия договариваться, есть только понятие заставить. Пока строим из себя культурных, нам так и будут хамить. А стоит огрызнуться начинают визжать, что их обидели. Но зато начинают уже прислушиваться. А при повторном жесте, начинает доходить....', 'reply_msg_id': 3746323, 'user_id': 1088473994, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T10:46:12+00:00', 'reply_reactions': {}}, {'reply_msg': 'Кто именно? Назовите поименно с достоверными пруфами.', 'reply_msg_id': 3746319, 'user_id': 695650481, 'reply_to_msg_id': 3746285, 'reply_datetime': '2022-02-10T10:45:30+00:00', 'reply_reactions': {}}, {'reply_msg': 'Может англосаксов и из России эвакуировать уже ?', 'reply_msg_id': 3746317, 'user_id': 260252842, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T10:45:28+00:00', 'reply_reactions': {}}, {'reply_msg': 'Не зря Путин назвал эту лошадь Лаврова ""дебилом бля""', 'reply_msg_id': 3746316, 'user_id': 2099814169, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T10:45:08+00:00', 'reply_reactions': {}}, {'reply_msg': 'Незуй звать этих обезьян,а нам урокт...хотя какой урок ...мы ущербно им верим.', 'reply_msg_id': 3746304, 'user_id': 889869125, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T10:43:32+00:00', 'reply_reactions': {}}, {'reply_msg': 'Сразу было понятно, что бриты приехали со своей повесткой и слушать никого не собираются. Вообще их принимать не стоило! Всё как всегда!', 'reply_msg_id': 3746290, 'user_id': 1734946717, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T10:41:55+00:00', 'reply_reactions': {}}, {'reply_msg': 'Смешные наши власти,бодаются с англосаксами а сами там детишек да капиталы держат...', 'reply_msg_id': 3746285, 'user_id': 745588475, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T10:40:35+00:00', 'reply_reactions': {}}, {'reply_msg': 'Приехала в Москву и хамит гадина английская.Хочется калибрами по Лондону', 'reply_msg_id': 3746282, 'user_id': 955421508, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T10:40:05+00:00', 'reply_reactions': {}}, {'reply_msg': 'Дк это понятно', 'reply_msg_id': 3746280, 'user_id': 1276010562, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T10:39:54+00:00', 'reply_reactions': {}}, {'reply_msg': '🤣🤣🤣 молодец. Говорит прямо не стесняясь госпожи трасс', 'reply_msg_id': 3746275, 'user_id': 47312927, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T10:39:20+00:00', 'reply_reactions': {}}, {'reply_msg': 'Эти постоянно делают войну в европе', 'reply_msg_id': 3746258, 'user_id': 5049400065, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T10:37:31+00:00', 'reply_reactions': {}}, {'reply_msg': 'Америкашки фашисты 21 века', 'reply_msg_id': 3746255, 'user_id': 2076747229, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T10:37:05+00:00', 'reply_reactions': {}}, {'reply_msg': 'Янки,гоу хоум !', 'reply_msg_id': 3746251, 'user_id': 512310066, 'reply_to_msg_id': 3746242, 'reply_datetime': '2022-02-10T10:36:26+00:00', 'reply_reactions': {}}]",85762,2022-02-10 10:35:55+00:00,48220.0,82.0,"[True, 1036362176]",,2022-02-10,-1.0,2-2022,[],['85762_15aca6a3-95a9-47a4-bf78-2f96d64185ce.mp4']
