grouped_id,message,media,replies_msg,post_id,post_datetime,post_views,post_forwards,fwd_from,reactions,post_date,popularity_score,post_month,images,videos
-1," Жители Томска встречают своих героев на въезде в городВоеннослужащих, возвращающихся домой из зоны проведения специальной военной операции, они приветствуют российскими флагами, громкой музыкой и автомобильными сигналами@opersvodki","{'photos': [], 'videos': ['15659_c8d60bd0-44a8-4c68-a737-bb18d34c899f.mp4']}",[],15659,2022-06-10 16:42:47+00:00,312557.0,432.0,"[True, 1647639783]","{'👍': 11575, '❤': 2827, '🔥': 454, '😁': 65, '👎': 41, '😢': 8, '😱': 6}",2022-06-10,0.0479144604024226,6-2022,[],['15659_c8d60bd0-44a8-4c68-a737-bb18d34c899f.mp4']
13014410838672220,Фото прототипа истребителя «Шах и Мат» (с) Владимир Веленгурин,"{'photos': ['13014410838672220_3e8d3e67-e268-4eed-a2aa-f2c832e223ae.jpg', '13014410838672220_b09e09e2-69e6-4c34-b126-06e51e7e15b5.jpg', '13014410838672220_c78158e1-d49a-4dbe-ac19-5ac261afeff8.jpg', '13014410838672220_b11b2f94-7fc4-455d-8d90-27eaf5224dbb.jpg', '13014410838672220_1dfc2cc7-2a34-488e-b797-23f4227a49bc.jpg'], 'videos': []}",[],66721,2021-07-20 17:15:54+00:00,43684.0,73.0,"[True, 1109403194]",,2021-07-20,-1.0,7-2021,"['13014410838672220_3e8d3e67-e268-4eed-a2aa-f2c832e223ae.jpg', '13014410838672220_b09e09e2-69e6-4c34-b126-06e51e7e15b5.jpg', '13014410838672220_c78158e1-d49a-4dbe-ac19-5ac261afeff8.jpg', '13014410838672220_b11b2f94-7fc4-455d-8d90-27eaf5224dbb.jpg', '13014410838672220_1dfc2cc7-2a34-488e-b797-23f4227a49bc.jpg']",[]
-1,"Сводка боевых действий на 4 мая 2022 года от Владислава УгольногоКратко окружение ВСУ в районе Оскола, бои на подступах к Красному Лиману, продвижение на Бахмутке и в районе Авдеевки🎯 Харьковское направление — украинцы перешли в контр-атаку и взяли несколько населенных пунктов Русская Лозовая и Старый Салтов Мост в последнем взорван и развить наступление на Волчанск ВСУ не способны Русские продолжают укреплять свои позиции в районе Казачьей Лопани и Циркунах Также ВСУ пытается форсировать Северский Донец между Балаклеей и Изюмом — в районе села Протопоповка🎯 ПАВЛОГРАДСКАЯ ДУГА🏹 Северный фланг дуги (от Балаклеи до Попасной) — на Изюмском плацдарме продолжаются бои по всей линии фронта, в частности за сёла Великая Комышеваха, Пашково, Долгенькое В районе реки Оскол окружено около тысячи бойцов нацгвардии, обеспечена связь между Изюмом и наступающей восточнее группой Линия фронта лежит на рубеже Сосновое — Шандриголово — Дробышево — Красный Лиман Ямполь освобожден, идут бои за выход к Северскому Донцу Украинская группировка на правом берегу из-за подрыва мостов через реку не имеет возможности организованного отступления В Рубежном продолжается зачистка южной промзоны, сообщается о боях за лежащий между Рубежным и Северодонецком посёлок Воеводовка На Бахмутке продвижение в районе Орехово 🏹 Центральный фронт (от Попасной до Марьинки) — продолжается штурм Попасной в ЛНР В районе Авдеевки НМ ДНР наступает на Троицкое и Новоселовку с целью выхода к Нью-Йорку В Марьинке — без изменений🏹 Южный фланг дуги (от реки Днепр до Марьинки) — продолжаются бои вдоль всей линии фронта По предварительной информации удалось расширить зону контроля западнее Великой Новоселки к селу Темировка🎯 Мариупольский котёл — заработали гуманитарные коридоры из Азовстали, последнего очага сопротивления ВСУ в городе, для освобождения удерживаемых украинскими боевиками гражданских лиц🎯 Херсонско-Николаевское направление — линия фронта без изменения по линии Черное море — Александровка — Снигирёвка — Великая Александровка — Ивановка — река ДнепрПрошлые сводки 16 апреля, 18 апреля, 19 апреля, 20 апреля, 24 апреля, 26 апреляПоддержать русскую армию через ОПСБРайфайзен 4476246135146906 Евгений Григорьевич ПСбер  5336690160214260 Евгений Григорьевич П","{'photos': ['46942_9ba24d08-da58-4698-948b-e67aa85d3750.jpg'], 'videos': []}",[],46942,2022-05-04 21:26:01+00:00,312675.0,253.0,"[True, 1437814721]","{'👍': 2844, '🤔': 441, '🔥': 62, '👎': 54, '❤': 33, '🤬': 30, '💩': 25, '😁': 13, '👏': 12, '🥰': 4, '🤮': 1}",2022-05-04,0.0112544974814104,5-2022,['46942_9ba24d08-da58-4698-948b-e67aa85d3750.jpg'],[]
-1,Официальная карта СВО на Украине на 25032022 от МО РФ,"{'photos': ['36394_be74e868-6fcc-4524-ba28-5feac0354369.jpg'], 'videos': []}",[],36394,2022-03-25 15:24:11+00:00,308735.0,712.0,"[False, -1]","{'👍': 1579, '🤔': 335, '❤': 31, '🔥': 18, '🤮': 13, '😁': 12, '💩': 12, '👎': 9, '🎉': 5, '🥰': 3}",2022-03-25,0.0065331109203686,3-2022,['36394_be74e868-6fcc-4524-ba28-5feac0354369.jpg'],[]
13167998167116090," Владелец телеграмм канала «Американский пехотинец» выложил фото себя в украинской форме на фоне указателя улиц в Одессе Месяц назад он хвастался, что находился на курсах снайперской стрельбы US Army Sniper School Сам он себя позиционирует как «наемника армии США»#Одесса #Украина  @rybar*Проект некоммерческий Реквизиты для помощи 4276 1609 2223 7798","{'photos': ['13167998167116090_eb0030b9-f8c1-4595-96e8-3dd2ea638c1e.jpg', '13167998167116090_7abc514b-47bb-4356-ab85-cc940b0fc3e5.jpg'], 'videos': []}",[],24489,2022-02-27 22:09:30+00:00,147739.0,108.0,"[True, 1326223284]","{'🤬': 1212, '💩': 346, '👍': 234, '🤮': 28, '👎': 18, '🤯': 15, '❤': 9, '😁': 8, '👏': 7, '😢': 4, '🤔': 3}",2022-02-27,0.0127522184392746,2-2022,"['13167998167116090_eb0030b9-f8c1-4595-96e8-3dd2ea638c1e.jpg', '13167998167116090_7abc514b-47bb-4356-ab85-cc940b0fc3e5.jpg']",[]
-1,"‍☠На востоке и юге начнется новая волна войны, будут самые сложные битвы и не факт, что мы выстоим, – Зеленский""Мы не знаем, какое количество техники будет, и понимаем, что будет в разы больше, чем сейчас Мы видим скопление военных, техники у востока и юга нашего государства Мы понимаем почти все коридоры, куда пойдет враг Мы понимаем, что он собирается сделать, и понимаем, что от скорости того, как нам будут помогать, и прежде всего, кстати, США, от той скорости, как они смогут нам передать оружие, честно скажу вам, зависит, выстоим мы или нет"", – заявил Президент Украины каналу CBS tmeRVvoenkor","{'photos': [], 'videos': []}",[],7593,2022-04-11 12:49:49+00:00,354030.0,1003.0,"[False, -1]","{'😁': 7109, '👍': 613, '👎': 563, '🔥': 159, '😱': 68, '😢': 45, '❤': 1}",2022-04-11,0.0241730926757619,4-2022,[],[]
-1,Бурные аплодисменты,"{'photos': [], 'videos': ['65687_3922f57b-9dc1-4f97-bce3-9cf44ab0cacf.mp4']}",[],65687,2022-09-30 13:35:49+00:00,398425.0,139.0,"[False, -1]","{'👍': 6776, '❤': 1384, '❤\u200d🔥': 398, '👏': 218, '🤣': 110, '🔥': 108, '🥱': 53, '🤬': 40, '🐳': 24, '😁': 22, '🌚': 10}",2022-09-30,0.0229478571876764,9-2022,[],['65687_3922f57b-9dc1-4f97-bce3-9cf44ab0cacf.mp4']
-1,"И еще немного результатов зачистки Углегорской ТЭС бойцами ЧВК ""Вагнер"" 18+httpstmevladlentatarsky15172","{'photos': ['58400_41a16691-bd3a-4939-8ff9-d045dbbdfb29.jpg'], 'videos': []}",[],58400,2022-07-26 17:43:10+00:00,295393.0,222.0,"[False, -1]","{'👍': 4300, '🔥': 733, '😢': 229, '👏': 147, '😱': 70, '❤': 45, '😁': 40, '🥰': 21, '🤬': 17, '🤔': 12}",2022-07-26,0.0190051896964383,7-2022,['58400_41a16691-bd3a-4939-8ff9-d045dbbdfb29.jpg'],[]
-1,"Мариуполь Где-то в районе комбината им Ильича😊Танкисты отжали ""ворожый"" БТР👍Снимал всё, без цензуры Получился интересный разговорВ БТРе нашли много интересного🧐Благодаря и этим ребятам был ликвидирован прорыв автоколонны с азовцами с завода им ИльичаНастоящее танковое братство!PS Перезаливаю пост Был косяк😢","{'photos': [], 'videos': ['8001_ad36641b-a3ad-4bc9-b807-36e1ccb9ab91.mp4']}",[],8001,2022-04-14 15:40:28+00:00,307871.0,471.0,"[True, 1397773630]","{'❤': 3653, '👍': 1223, '🔥': 95, '👎': 54, '😁': 42, '😢': 6, '😱': 5}",2022-04-14,0.016493921155289,4-2022,[],['8001_ad36641b-a3ad-4bc9-b807-36e1ccb9ab91.mp4']
-1,"«Стычки с полицией переросли в погромы, манифестанты сооружают баррикады, поджигают стоящие на улицах мотоциклы и грабят магазины» В Испании уличные протесты продолжаются уже неделю","{'photos': [], 'videos': ['50333_f83db6ef-46ba-44a7-832f-6a3743ce0e61.mp4']}",[],50333,2021-02-21 05:10:45+00:00,62360.0,75.0,"[True, 1069772626]",,2021-02-21,-1.0,2-2021,[],['50333_f83db6ef-46ba-44a7-832f-6a3743ce0e61.mp4']
-1,"Я совершенно не считаю, что угроза ядерной войны снята Я не считаю, что ее сняла встреча Бернса и Нарышкина, или встреча Салливана и Патрушева Или чья угодно встреча с кем угодно, потому что есть такая формула о том, что когда вы с кем-то договариваетесь, вы ему должны доверять А я не понимаю, как мы можем доверять американским коллегам после всего, что они сделали И после всего, что они с нами наподписывали Я не вижу ни одного примера того, кому можно доверять в этом миреЕвгений Сатановский, президент научного центра «Институт Ближнего Востока», в эфире Соловьёв live","{'photos': [], 'videos': ['140527_e59b8e6a-7b5a-49f4-b311-7c3fa9bc1b0c.mp4']}",[],140527,2022-11-17 17:10:14+00:00,363528.0,184.0,"[False, -1]","{'🔥': 5527, '👍': 2392, '👏': 312, '👎': 84, '🤔': 84, '😢': 29}",2022-11-17,0.0231839088048238,11-2022,[],['140527_e59b8e6a-7b5a-49f4-b311-7c3fa9bc1b0c.mp4']
-1,"Газета Türkiye на первой полосе опубликовала фотографию военкоров, руководителя проекта WarGonzo Семёна Пегова, корреспондента Аnna-News и автора канала Владлен Татарский, написав «Путин отдал приказ 25 тысяч вагнеревцев направились на Украину» Дальше в тексте говорится, что Москва отложила планы по Африке и перенаправила эти силы в Киев","{'photos': ['95303_bd5e3c45-0725-4a99-90c4-b9120d04a906.jpg'], 'videos': []}",[],95303,2022-03-20 20:14:40+00:00,348203.0,257.0,"[True, 1089943450]",{'👍': 4},2022-03-20,1.1487551801678906e-05,3-2022,['95303_bd5e3c45-0725-4a99-90c4-b9120d04a906.jpg'],[]
-1,"ЭКСКЛЮЗИВВо время ковида к полицейским очень хорошо относились Нам покупали кофе, ланчи Но после Флойда ситуация резко изменилась Вплоть до того, что менялись законы, у нас отнимали право на арест И теперь рост преступности Сергей Шаров, действующий офицер патрульной службы Гластонбери, штат Коннектикут на Соловьёв Live@SolovievLive","{'photos': [], 'videos': []}","[{'reply_msg': 'а еще этот дебил хвастался что раньше мог произвольно тормозить машины и производить досмотр. сейчас ноет что запретили. это точно коп? без судебного ордера даже труп в багажнике не является уликой. авто равноценно квартире, дому. потому заглянуть в окно машины можно, а колупаться в салоне нет. и так было в США уже лет сто. Конечно, у нигеров адвокатов нет, а вот прошареный белый может и нах.. послать. Кстати на ютубе есть такое, когда коп-дурачок без причины требовал документы. https://youtu.be/02cqsT5D2D4?t=472', 'reply_msg_id': 3774993, 'user_id': 1049540186, 'reply_to_msg_id': 3771953, 'reply_datetime': '2022-02-14T09:44:11+00:00', 'reply_reactions': {}}, {'reply_msg': 'Надо найти этого товарища, живём рядом', 'reply_msg_id': 3774486, 'user_id': 820781825, 'reply_to_msg_id': 3771953, 'reply_datetime': '2022-02-14T07:55:57+00:00', 'reply_reactions': {}}, {'reply_msg': 'Ага)', 'reply_msg_id': 3773293, 'user_id': 1933622812, 'reply_to_msg_id': 3772001, 'reply_datetime': '2022-02-14T05:40:29+00:00', 'reply_reactions': {}}, {'reply_msg': 'Да, прививайтесь 8 раз!!!', 'reply_msg_id': 3773021, 'user_id': 1314004780, 'reply_to_msg_id': 3772546, 'reply_datetime': '2022-02-14T04:19:51+00:00', 'reply_reactions': {}}, {'reply_msg': 'Может Пинк Флойд ? 😂', 'reply_msg_id': 3772624, 'user_id': 375771559, 'reply_to_msg_id': 3772294, 'reply_datetime': '2022-02-13T21:47:23+00:00', 'reply_reactions': {}}, {'reply_msg': 'Вот вот', 'reply_msg_id': 3772546, 'user_id': 236324692, 'reply_to_msg_id': 3772294, 'reply_datetime': '2022-02-13T21:31:23+00:00', 'reply_reactions': {}}, {'reply_msg': 'Поэтому в Лос Анджелесе на демонстрациях люди вполне мирно общались с полицией. То есть все зависит от штата.', 'reply_msg_id': 3772412, 'user_id': 945186984, 'reply_to_msg_id': 3771953, 'reply_datetime': '2022-02-13T20:48:34+00:00', 'reply_reactions': {}}, {'reply_msg': 'А Флойд был разве не до ковида?', 'reply_msg_id': 3772294, 'user_id': 5154838818, 'reply_to_msg_id': 3771953, 'reply_datetime': '2022-02-13T20:12:34+00:00', 'reply_reactions': {}}, {'reply_msg': 'Правильно!Все потому что,вместо того чтобы поддержать полицию,которая обеспечивает безопасность,поддержали уголовника-рецедивиста!И понеслось...Проблема современного общества в том,что мало кто думает о последствиях.Для этого была придумана прекрасная игра-шахматы!☝🎭🌐 #СЕРГЕЕВправ☝🎭🌐 #ImForWorldPeace🌐 #SayNoToTerror🌐 #SayNoToCyberTerror🌐 #CCC🌐 #YouGiveaCoalitionOfCivilizedCountries🌐 #TogetherWeAreaForce🌐', 'reply_msg_id': 3772053, 'user_id': 831027003, 'reply_to_msg_id': 3771953, 'reply_datetime': '2022-02-13T19:28:29+00:00', 'reply_reactions': {}}, {'reply_msg': 'В америке пиздато, заберите меня туда', 'reply_msg_id': 3772005, 'user_id': 863793893, 'reply_to_msg_id': 3771953, 'reply_datetime': '2022-02-13T19:22:37+00:00', 'reply_reactions': {}}, {'reply_msg': 'Шаров понравился', 'reply_msg_id': 3772001, 'user_id': 1035895464, 'reply_to_msg_id': 3771953, 'reply_datetime': '2022-02-13T19:21:44+00:00', 'reply_reactions': {}}]",86411,2022-02-13 19:16:43+00:00,75544.0,14.0,"[False, -1]",,2022-02-13,-1.0,2-2022,[],[]
13206391830164410,"#новости #фотозаклепки #эксклюзив""Усталые"" большие десантные корабли в Новороссийске Время настоящееНа фото четыре БДК пр775 и один пр11711За наводку спасибо телеграмм-каналу ""Код Бармалея""","{'photos': ['13206391830164410_403321dc-1098-4418-8040-01ff50378ff3.jpg', '13206391830164410_4d4fa6a2-4fa7-46b4-8bdf-1342c62bdcd8.jpg', '13206391830164410_1c59ceb9-ea22-4095-9d33-f990f073ca0f.jpg'], 'videos': []}",[],44707,2022-04-24 11:16:18+00:00,290918.0,138.0,"[True, 1199369210]","{'👍': 3381, '❤': 359, '🤔': 200, '🔥': 62, '💩': 33, '👎': 16, '👏': 7, '🥰': 4}",2022-04-24,0.0139626973923923,4-2022,"['13206391830164410_403321dc-1098-4418-8040-01ff50378ff3.jpg', '13206391830164410_4d4fa6a2-4fa7-46b4-8bdf-1342c62bdcd8.jpg', '13206391830164410_1c59ceb9-ea22-4095-9d33-f990f073ca0f.jpg']",[]
-1,"В 1900 - смотрим прямой эфир из Екатеринбурга на YouTube-канале УРАЛ LIVEРазбираем самые актуальные события региона Присоединяйтесь, комментируйте! httpsyoutube2GAH1ullX7Y","{'photos': [], 'videos': []}",[],61278,2021-06-03 15:59:20+00:00,49980.0,0.0,"[False, -1]",,2021-06-03,-1.0,6-2021,[],[]
-1,Военные корреспонденты @anna_news поговорили с жителями освобождённой НиколаекиЖдите наш специальный репортаж из окрестностей Мариуполя и Волновахи@anna_news,"{'photos': [], 'videos': ['26986_fb8ef2b0-c354-4462-9ae1-2cd7cf12d9ff.mp4']}",[],26986,2022-03-03 15:53:49+00:00,174176.0,34.0,"[True, 1215462939]","{'👍': 899, '❤': 50, '🔥': 12, '😁': 4, '🤔': 4}",2022-03-03,0.0055633382325923,3-2022,[],['26986_fb8ef2b0-c354-4462-9ae1-2cd7cf12d9ff.mp4']
-1, Раненный серб Н В из места Лешка перевезен в Косовску Митровицу Состояние мужчины неизвестно @vestniksrb — главное о Сербии и Балканах,"{'photos': [], 'videos': []}",[],118825,2022-07-31 19:22:00+00:00,316521.0,71.0,"[True, 1548898591]","{'😢': 5079, '🤔': 377, '👍': 241, '👎': 90, '🔥': 52, '👏': 13}",2022-07-31,0.0184885047121676,7-2022,[],[]
-1,"Турецкий аналитик назвал спецоперацию на Украине прорывом осады России, которую США планировали организовать с помощью НАТО«США пытались окружить Россию с запада и юга начиная с Балтийского региона, спускаясь из Восточной Европы к западному Причерноморью, оттуда по Черному морю через Грузию на Кавказ Предполагалось, что эта линия достигнет Казахстана и Центральной Азии, когда будут возникнут определенные для этого условия», — отметил Мехмет Али Гюллер в материале, опубликованном турецким изданием Cumhuriyet    Кроме того, эксперт описал и стратегию США в отношении Китая По его словам, она заключается в том, чтобы окружить КНР широкой дугой, спускающейся в Центральную Азию, Пакистан, Индию и Индийский океан, а оттуда протягивающейся в Японию","{'photos': [], 'videos': []}",[],39783,2022-04-05 05:29:55+00:00,277843.0,565.0,"[True, 1495842437]","{'👍': 4603, '🤔': 303, '🔥': 205, '😁': 48, '🤬': 30, '🤮': 27, '💩': 24, '👏': 22, '👎': 16, '🎉': 1}",2022-04-05,0.0189999388143663,4-2022,[],[]
-1,"Артиллеристы группировки ""V"" при помощи БПЛА обнаружили колонну бронетехники противника, передвигающуюся вдоль лесопосадки и открыли по ней огонь Противник предпринял попытку скрыться, однако был уничтожен точным огнем@opersvodki","{'photos': [], 'videos': ['19643_d03dd3e7-9c56-4366-ad1f-e2fb2ec6c9c7.mp4']}",[],19643,2022-07-14 08:42:01+00:00,268941.0,109.0,"[True, 1647639783]","{'👍': 6523, '🔥': 800, '❤': 346, '👎': 34, '😁': 26, '🤬': 16, '😱': 11, '😢': 9}",2022-07-14,0.0288725036346261,7-2022,[],['19643_d03dd3e7-9c56-4366-ad1f-e2fb2ec6c9c7.mp4']
-1,"О чем предупреждал еще в начале марта Чем дольше будет идти операция, тем больше территории Украины завалят минами, которые потом будут убирать годами, если не десятилетиями, а люди на них будут погибать много позже завершения СВОАссоциация саперов подсчитала, что в Украине на сейчас нужно разминировать примерно одну шестую часть территории - 82,5 тысяч квадратных километров Потенциально опасные территории эксперты нанесли на карту Они расположены на юге, востоке страны, а также в Киевской и Черниговской областяхhttpstmeOpenUkraine10161","{'photos': ['35158_cab33613-eaf4-4bef-bc7b-a84b4db7e7f0.jpg'], 'videos': []}",[],35158,2022-03-22 05:51:08+00:00,546244.0,726.0,"[False, -1]","{'🤬': 2192, '👍': 417, '😱': 155, '😢': 64, '🤔': 28, '💩': 17, '🤯': 13, '🤮': 11, '😁': 10, '🔥': 6, '👏': 4}",2022-03-22,0.0053401044221996,3-2022,['35158_cab33613-eaf4-4bef-bc7b-a84b4db7e7f0.jpg'],[]
-1,"79-я отдельная десантно-штурмовая бригада ""Никто кроме нас"" так не сдаёт позиции🤣Ещё один трофейный шеврон подразделения, наголову разгромленного Отважными Об их провалах на фронте у нас была серия материалов 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2079-я бригада - одна из самых элитных бригад ВСУtmeRVvoenkor","{'photos': ['14812_6a0d880b-8a1d-4957-8929-065be4de7b90.jpg'], 'videos': []}",[],14812,2022-06-04 02:30:23+00:00,348803.0,215.0,"[False, -1]","{'👍': 5714, '😁': 1018, '🔥': 182, '❤': 106, '👎': 24, '😱': 16, '😢': 8}",2022-06-04,0.0202635871824496,6-2022,['14812_6a0d880b-8a1d-4957-8929-065be4de7b90.jpg'],[]
-1,"Все что вам надо знать об УкраинеКиев и Москва отправили в Кабул по «4 борта» русские вывезли 500 своих, украинцы заработали 4 млн$","{'photos': [], 'videos': []}",[],70388,2021-08-27 16:34:29+00:00,45213.0,116.0,"[True, 1200595041]",,2021-08-27,-1.0,8-2021,[],[]
-1,ПОЛНЫЙ КОНТАКТ | СОЛОВЬЁВ LIVE🔥АРМАГЕДДОНЫЧ В ЭФИРЕОбсудим с великим и ужасным Евгением Сатановским внешнюю политику Турции на фоне ухудшения экономической ситуации в странеСмотрим!,"{'photos': [], 'videos': []}",[],78065,2021-11-25 06:10:02+00:00,38873.0,0.0,"[False, -1]",,2021-11-25,-1.0,11-2021,[],[]
-1,"Скончался родной брат Тиграна Кеосаяна и сын Эдмонда Кеосаяна - Давид  Давид Эдмондович  — советский и российский киноактёр, кинорежиссёр, сценарист и продюсер и прекрасный человек закончил свой путь в возрасте 61 года  Невосполнимая потеря для российского кинематографа и интеллигенции  Светлая память Давид Эдмондович  Это просто ужасно  🙏@RodinaRu","{'photos': ['135235_d4b4f17e-28f3-4b60-80bf-15f2e79bd569.jpg'], 'videos': []}",[],135235,2022-10-19 13:37:46+00:00,425919.0,276.0,"[True, 1413280634]","{'😢': 20997, '👍': 697, '🔥': 197, '👏': 108, '👎': 79, '🤔': 58}",2022-10-19,0.0519723233760409,10-2022,['135235_d4b4f17e-28f3-4b60-80bf-15f2e79bd569.jpg'],[]
